id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes
180,Báih,Baih,,ADJ.,adj.,,,22,,22,,"-wán, 22nd",mainDictionary_repaired.csv,12,original,
181,Baij,Baij,,N.F.,n.f.,,"H. byáj, interest",Interest,,Interest,,,mainDictionary_repaired.csv,12,original,
182,Bai-láṇ-ráto,Bai-lan-rato,,V.T.,v.t. re.,,,To go by night,,To go by night,,,mainDictionary_repaired.csv,12,original,
183,Bail,Bail,,NOUN,n.m.,,,"An ox, a bull",,"An ox, a bull",,,mainDictionary_repaired.csv,12,original,
184,Báillí,Bailli,,N.F.,n.f.,,,A small kind of adze,,A small kind of adze,,,mainDictionary_repaired.csv,12,original,
185,Baiņ,Bain,,N.F.,n.f.,,,Sister,,Sister,,,mainDictionary_repaired.csv,13,original,
186,Báňdke-hoṇu,Bandke-honu,,V.I.,v.i. ir.,,,To be outside,,To be outside,,,mainDictionary_repaired.csv,13,original,
187,Báňdku or -á,Bandku or -a,,ADJ.,adj.,,,External,,External,,"m.; f. -í, pl. -é. adv. Outside",mainDictionary_repaired.csv,13,original,
188,Báňsh,Bansh,,NOUN,n.m.,,S. Baňsha; H. báňs,A bamboo,,A bamboo,,,mainDictionary_repaired.csv,13,original,
189,Bairí,Bairi,,NOUN,n.m.,,S. Vairī,An enemy,,An enemy,,,mainDictionary_repaired.csv,13,original,
190,Baiṭhṇu,Baithnu,,V.I.,v.i. re.,,,To sit down,,To sit down,,Also Beṭhṇu,mainDictionary_repaired.csv,13,original,
191,Báj,Baj,,NOUN,n.m.,,,Madness,,Madness,,"-lágnú, v.s. re. To be mad",mainDictionary_repaired.csv,13,original,
192,Bájá,Baja,,NOUN,n.m.,,H. bájá,A musical instrument,,A musical instrument,,,mainDictionary_repaired.csv,13,original,
193,Bájantrí,Bajantri,,NOUN,n.m. pl.,,,Musicians,,Musicians,,"Also Bajgaiṛí, and Túrí",mainDictionary_repaired.csv,13,original,
194,Bájár,Bajar,,NOUN,n.m.,,P. bázár,"Market, mart",,"Market, mart",,,mainDictionary_repaired.csv,13,original,
195,Bajaurá,Bajaura,,NOUN,n.m.,,,The wheel of a stone mill,,The wheel of a stone mill,,,mainDictionary_repaired.csv,13,original,
196,Bajáwṇu,Bajawnu,,V.T.,v.t. re.,,,"(1) To cause to sound; (2) To beat, to strike",,"(1) To cause to sound; (2) To beat, to strike",,,mainDictionary_repaired.csv,13,original,
197,Bajgaiṛí,Bajgairi,,NOUN,n.m. pl.,,,See Bajantrí,,See Bajantrí,,,mainDictionary_repaired.csv,13,original,
198,Bajhaim,Bajhaim,,N.F.,n.f.,,H. bujhní,"A riddle, a puzzle. -bujhní, v.t. re. To solve a riddle",,"A riddle, a puzzle. -bujhní, v.t. re. To solve a riddle",,,mainDictionary_repaired.csv,13,original,
199,Bájí,Baji,,N.F.,n.f.,,,An ulcer on the joints,,An ulcer on the joints,,,mainDictionary_repaired.csv,13,original,
200,Bajṇu,Bajnu,,V.T.,v.t. re.,,H. bajáná,To sound (a musical instrument),,To sound (a musical instrument),,,mainDictionary_repaired.csv,13,original,
201,Bajuwá-huňdá,Bajuwa-hunda,,ADJ.,adj.,,,"Mad, insane",,"Mad, insane",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
202,Bajuwṇu,Bajuwnu,,V.I.,v.i. re.,,,To be mad or insane,,To be mad or insane,,"f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
203,Baji-jáṇu,Baji-janu,,V.I.,v.i. ir.,,,To become mad,,To become mad,,"f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
204,Bák,Bak,,N.F.,n.f.,,S. Vákya,"A speech, a sentence",,"A speech, a sentence",,,mainDictionary_repaired.csv,13,original,
205,Bákh,Bakh,,N.F.,n.f.,,,Udder (of a cow),,Udder (of a cow),,,mainDictionary_repaired.csv,13,original,
206,"Bákh, adj.","Bakh, adj.",,,,,Cut up,"-karṇu, v.t. re. To cut off",,"-karṇu, v.t. re. To cut off",,,mainDictionary_repaired.csv,13,original,
207,bákkhal,bakkhal,,N.F.,n.f.,,,Land which is not artificially irrigated,,Land which is not artificially irrigated,,,mainDictionary_repaired.csv,13,original,
208,Bákṭhar,Bakthar,,ADJ.,adj. f.,,,"A buffalo, she-goat or cow, whose young is more than 6 months old and whose milk has become scanty",,"A buffalo, she-goat or cow, whose young is more than 6 months old and whose milk has become scanty",,,mainDictionary_repaired.csv,13,original,
209,Bakhat,Bakhat,,NOUN,n.m.,,P. waqt,"Time, period",,"Time, period",,,mainDictionary_repaired.csv,13,original,
210,Bakheṛ,Bakher,,N.F.,n.f.,,,Scattering coins over a bridegroom,,Scattering coins over a bridegroom,,,mainDictionary_repaired.csv,13,original,
211,Bakheṛá,Bakhera,,NOUN,n.m.,,H. bakheṛá,"A dispute, tumult, complication",,"A dispute, tumult, complication",,,mainDictionary_repaired.csv,13,original,
212,Bakheṛiá,Bakheria,,ADJ.,adj.,,,One who disputes,,One who disputes,,m.,mainDictionary_repaired.csv,13,original,
213,Bakherṇu,Bakhernu,,V.T.,v.t. re.,,,To scatter,,To scatter,,,mainDictionary_repaired.csv,13,original,
214,Bákh-hoṇu,Bakh-honu,,V.I.,v.i. ir.,,,To be cut into two,,To be cut into two,,"f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
215,Bakhiyá,Bakhiya,,NOUN,n.m.,,,Double sewing,,Double sewing,,,mainDictionary_repaired.csv,13,original,
216,"Bakleh, or baklehí","Bakleh, or baklehi",,N.F.,n.f.,,,Breakfast,,Breakfast,,,mainDictionary_repaired.csv,13,original,
217,bakhyain or pakyain,bakhyain or pakyain,,NOUN,n.m.,,S. Vyakhyána,"A saying, folklore",,"A saying, folklore",,,mainDictionary_repaired.csv,13,original,
218,Bakílé,Bakile,,ADV.,adv.,,,As a messenger,,As a messenger,,,mainDictionary_repaired.csv,13,original,
219,Bakílo,Bakilo,,NOUN,n.m.,,,A messenger,,A messenger,,,mainDictionary_repaired.csv,13,original,
220,Bakí-muwáň,Baki-muwan,,PHRASE,phrase,,,A curse,,A curse,,,mainDictionary_repaired.csv,13,original,
221,Báklu or -á,Baklu or -a,,ADJ.,adj.,,,Thick,,Thick,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
222,Bakṇu,Baknu,,V.I.,v.i. re.,,,To stretch the mouth,,To stretch the mouth,,"f. -í, pl. -é",mainDictionary_repaired.csv,13,original,
223,Bakrá,Bakra,,NOUN,n.m.,,,A he-goat,,A he-goat,,"f. -í, a she-goat; pl. -é",mainDictionary_repaired.csv,13,original,
224,Bakráṭhá,Bakratha,,NOUN,n.m.,,,See Bakhárchá,,See Bakhárchá,,,mainDictionary_repaired.csv,13,original,
225,Bakṭu,Baktu,,NOUN,n.m.,,,A kid,,A kid,,"f. -í, pl. -é. =chhelu and chholí",mainDictionary_repaired.csv,13,original,
226,Bál,Bal,,NOUN,n.m.,,H. bál,Hair,,Hair,,,mainDictionary_repaired.csv,13,original,
227,Bal,Bal,,NOUN,n.m.,,S. Vala,"Strength, might, power",,"Strength, might, power",,,mainDictionary_repaired.csv,13,original,
228,Baláhaṭṭú-láṇá,Balahattu-lana,,V.I.,v.i. re.,,,"To be unhappy, to pine",,"To be unhappy, to pine",,,mainDictionary_repaired.csv,13,original,
229,Bálak,Balak,,NOUN,n.m. and f.,,S. Válaka,A babe or infant,,A babe or infant,,,mainDictionary_repaired.csv,13,original,
230,Balchá,Balcha,,NOUN,n.m.,,,A piece of rope to fasten the plough on its beam,,A piece of rope to fasten the plough on its beam,,,mainDictionary_repaired.csv,13,original,
231,Bhalú or -u,Bhalu or -u,,ADJ.,adj.,,,"(1) Reversed, upset, contrary; (2) Left",,"(1) Reversed, upset, contrary; (2) Left",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,14,original,
232,Ber,Ber,,N.F.,n.f.,,,Delay,,Delay,,,mainDictionary_repaired.csv,14,original,
233,Ber,Ber,,NOUN,n.m.,,,"A village, a house or home",,"A village, a house or home",,pl. -o,mainDictionary_repaired.csv,14,original,
234,Berá,Bera,,NOUN,n.m.,,,"A palace, especially the female apartments in a chief's palace",,"A palace, especially the female apartments in a chief's palace",,pl. -é,mainDictionary_repaired.csv,14,original,
235,Berí,Beri,,N.F.,n.f.,,,(1) Iron fetters; (2) A boat,,(1) Iron fetters; (2) A boat,,,mainDictionary_repaired.csv,14,original,
236,Beṛí,Beri,,N.F.,n.f.,,,See Bárí,,See Bárí,,,mainDictionary_repaired.csv,14,original,
237,Besó,Beso,,NOUN,n.m.,,,See Majnú,,See Majnú,,,mainDictionary_repaired.csv,14,original,
238,Beṭá,Beta,,NOUN,n.m.,,H. beṭá,A son,,A son,,"f. -í, A girl or daughter; pl. -é, Sons",mainDictionary_repaired.csv,14,original,
239,Beṭhú,Bethu,,NOUN,n.m.,,,A low-caste farmer who works under a zamíndár,,A low-caste farmer who works under a zamíndár,,,mainDictionary_repaired.csv,14,original,
240,Beṭhṇu,Bethnu,,V.I.,v.i. re.,,H. baiṭhná,To sit down,,To sit down,,,mainDictionary_repaired.csv,14,original,
241,Bgáwṇu,Bgawnu,,V.T.,v.t. re.,,,To clear off,,To clear off,,"f. -í, pl. -é",mainDictionary_repaired.csv,14,original,
242,Bhábar,Bhabar,,NOUN,n.m.,,,"The scorpion plant, from which jute is obtained",,"The scorpion plant, from which jute is obtained",,,mainDictionary_repaired.csv,14,original,
243,Bhábi,Bhabi,,N.F.,n.f.,,,Brother's wife,,Brother's wife,,Also bháoj,mainDictionary_repaired.csv,14,original,
244,Bhádar,Bhadar,,ADJ.,adj.,,H. bahádur,"Gallant, brave",,"Gallant, brave",,m.,mainDictionary_repaired.csv,14,original,
245,Bhádo,Bhado,,NOUN,n.m.,,S. Bhádrapada,"The 5th month of the Hindu year, corresponding to August",,"The 5th month of the Hindu year, corresponding to August",,Also bhajjo,mainDictionary_repaired.csv,14,original,
246,Bhádú,Bhadu,,NOUN,n.m.,,H. bhaddú,A white-metal vessel used for cooking pulse,,A white-metal vessel used for cooking pulse,,,mainDictionary_repaired.csv,14,original,
247,Bháor,Bhaor,,NOUN,n.m.,,,Brother,,Brother,,"f. -í, Sister. m. -á, A polite term of address to anyone.",mainDictionary_repaired.csv,14,original,
248,Bhág,Bhag,,NOUN,n.m.,,S. Bhágya,"Luck, fate, fortune",,"Luck, fate, fortune",,,mainDictionary_repaired.csv,14,original,
249,Bhág-khóuwane,Bhag-khouwane,,V.I.,v.i. re.,,,"To be ill-fated, to be unlucky",,"To be ill-fated, to be unlucky",,,mainDictionary_repaired.csv,14,original,
250,Bhágṇu,Bhagnu,,V.I.,v.i. re.,,,"To run away, to escape",,"To run away, to escape",,,mainDictionary_repaired.csv,14,original,
251,Bahattar,Bahattar,,ADJ.,adj.,,,72,,72,,,mainDictionary_repaired.csv,14,original,
252,Bhái,Bhai,,NOUN,n.m.,,S. bhrátri; H. bháí,A brother,,A brother,,,mainDictionary_repaired.csv,14,original,
253,Bhái-thú,Bhai-thu,,NOUN,n.m.,,,An adopted brother,,An adopted brother,,"f. -aṇ, An adopted sister",mainDictionary_repaired.csv,14,original,
254,Bháiňchal,Bhainchal,,NOUN,n.m.,,S. Bhúmichálana,An earthquake,,An earthquake,,,mainDictionary_repaired.csv,14,original,
255,Bhaiňs,Bhains,,N.F.,n.f.,,S. Mahiṣhī; H. bhaiňs,A buffalo,,A buffalo,,Also maiňsh,mainDictionary_repaired.csv,14,original,
256,Bhásh,Bhash,,NOUN,n.m.,,S. Abhyása,Practice,,Practice,,,mainDictionary_repaired.csv,14,original,
257,Bháshṇu,Bhashnu,,V.A.,v.a. re.,,,To practise,,To practise,,"f. -í, pl. -é",mainDictionary_repaired.csv,14,original,
258,Bhajjo,Bhajjo,,NOUN,n.m.,,,See Bhádo,,See Bhádo,,"-re, adv. In August",mainDictionary_repaired.csv,14,original,
259,Bhajṇu,Bhajnu,,V.T.,v.t. re.,,H. bhajná,"To preserve, to keep in memory",,"To preserve, to keep in memory",,,mainDictionary_repaired.csv,14,original,
260,Bháṇu,Bhanu,,V.T.,v.t. re.,,,"To deny, to disagree, to refuse",,"To deny, to disagree, to refuse",,"f. -í, pl. -é",mainDictionary_repaired.csv,14,original,
261,Bhájí,Bhaji,,N.F.,n.f.,,,Vegetable,,Vegetable,,,mainDictionary_repaired.csv,14,original,
262,Bhalá or -ú,Bhala or -u,,ADJ.,adj.,,,Good,,Good,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,14,original,
263,Bhálá,Bhala,,NOUN,n.m.,,H. bhálá,A spear,,A spear,,pl. -e,mainDictionary_repaired.csv,14,original,
264,Bhaláwá,Bhalawa,,NOUN,n.m.,,H. bhiláwá,"A medicinal tree, and its fruit",,"A medicinal tree, and its fruit",,,mainDictionary_repaired.csv,14,original,
265,Bhalk,Bhalk,,N.F.,n.f.,,,"Morning, daybreak",,"Morning, daybreak",,"-é, At daybreak",mainDictionary_repaired.csv,14,original,
266,Bhallá,Bhalla,,NOUN,n.m.,,,A kind of cake made of pulse flour,,A kind of cake made of pulse flour,,pl. -e,mainDictionary_repaired.csv,14,original,
267,Bhallí,Bhalli,,N.F.,n.f.,,,A kind of fish,,A kind of fish,,,mainDictionary_repaired.csv,14,original,
268,Bhalsṇu,Bhalsnu,,V.I.,v.i. re.,,,"To recover from illness, to be restored to health",,"To recover from illness, to be restored to health",,,mainDictionary_repaired.csv,14,original,
269,Bhálṇu,Bhalnu,,V.T.,v.t. re.,,,"To keep in sight, to observe, to witness",,"To keep in sight, to observe, to witness",,,mainDictionary_repaired.csv,14,original,
270,Bhálú,Bhalu,,NOUN,n.m.,,,One who keeps anything in sight,,One who keeps anything in sight,,,mainDictionary_repaired.csv,14,original,
271,Bhámbú,Bhambu,,NOUN,n.m.,,,See Banáí,,See Banáí,,,mainDictionary_repaired.csv,14,original,
272,Bháň,Bhan,,NOUN,n.m. pl.,,,Small coins,,Small coins,,,mainDictionary_repaired.csv,15,original,
273,Bháňḍá or -u,Bhanda or -u,,NOUN,n.m.,,,"A brass, copper or iron vessel",,"A brass, copper or iron vessel",,pl. -é,mainDictionary_repaired.csv,15,original,
274,Bháňḍe-bábar-hoṇu,Bhande-babar-honu,,V.I.,v.i. ir.,,,To be in menses,,To be in menses,,,mainDictionary_repaired.csv,15,original,
275,Bháňḍṇu,Bhandnu,,V.T.,v.t. re.,,,"To call ill names, to abuse",,"To call ill names, to abuse",,"f. -í, pl. -é",mainDictionary_repaired.csv,15,original,
276,Bháňkhrí,Bhankhri,,N.F.,n.f.,,,Mocking bird,,Mocking bird,,,mainDictionary_repaired.csv,15,original,
277,Bháň-ṇu,Bhan-nu,,V.T.,v.t. re.,,,To break,,To break,,"f. -í, pl. -é",mainDictionary_repaired.csv,15,original,
278,Bháňju or -á,Bhanju or -a,,NOUN,n.m.,,,Sister's son; nephew,,Sister's son; nephew,,"f. -í, Sister's daughter, niece; pl. -é",mainDictionary_repaired.csv,15,original,
279,Bháňjí,Bhanji,,N.F.,n.f.,,,Injury,,Injury,,"-mární, v.a. re. To injure",mainDictionary_repaired.csv,15,original,
280,Bháňg,Bhang,,N.F.,n.f.,,,"The hemp plant, or leaves of smoking hemp",,"The hemp plant, or leaves of smoking hemp",,,mainDictionary_repaired.csv,15,original,
281,Bhaňgoļú,Bhangolu,,NOUN,n.m. pl.,,,Hemp-seed,,Hemp-seed,,,mainDictionary_repaired.csv,15,original,
282,Bhaṇoí,Bhanoi,,NOUN,n.m.,,H. bahnoí,Sister's husband,,Sister's husband,,,mainDictionary_repaired.csv,15,original,
283,Bháoj,Bhaoj,,N.F.,n.f.,,,See Bhábi,,See Bhábi,,,mainDictionary_repaired.csv,15,original,
284,Bháṛ,Bhar,,NOUN,n.m.,,,A seed measure upon which was founded the ancient unit of land (Kullu),,A seed measure upon which was founded the ancient unit of land (Kullu),,,mainDictionary_repaired.csv,15,original,
285,Bhárá,Bhara,,NOUN,n.m.,,,"(1) Hire, rent. (2) To give some corn to a calf of a cow or buffalo at milking time.",,"(1) Hire, rent. (2) To give some corn to a calf of a cow or buffalo at milking time.",,,mainDictionary_repaired.csv,15,original,
286,Bhárá,Bhara,,NOUN,n.m.,,S. Bhára = weight,"A load, luggage",,"A load, luggage",,,mainDictionary_repaired.csv,15,original,
287,Bhará or -u,Bhara or -u,,ADJ.,adj.,,,"Full, filled up",,"Full, filled up",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,15,original,
288,Bhárá,Bhara,,NOUN,n.m.,,,"Fare, rent",,"Fare, rent",,"-deṇá, v.i. ir. To pay the fare",mainDictionary_repaired.csv,15,original,
289,Bhárí,Bhari,,ADJ.,adj.,,H. bhárí,Heavy,,Heavy,,,mainDictionary_repaired.csv,15,original,
290,Bháran,Bharan,,NOUN,n.m.,,,A tax levied at two annas per rupee (Kullu),,A tax levied at two annas per rupee (Kullu),,,mainDictionary_repaired.csv,15,original,
291,Bharṇu,Bharnu,,V.T.,v.t. re.,,,(1) To pay. (2) To fill up.,,(1) To pay. (2) To fill up.,,,mainDictionary_repaired.csv,15,original,
292,Bhart,Bhart,,NOUN,n.m.,,,"A kind of pulse, flat and black in colour",,"A kind of pulse, flat and black in colour",,,mainDictionary_repaired.csv,15,original,
293,Bharuwáṇu,Bharuwanu,,V.A.,v.a. se.,,,To be filled,,To be filled,,"f. -í, pl. -é",mainDictionary_repaired.csv,15,original,
294,Bhásh or bhákh,Bhash or bhakh,,N.F.,n.f.,,S. Bháshá,"Language, a dialect",,"Language, a dialect",,Pahárı bhásh bi jáṇai? 'Do you know the Pahari language?',mainDictionary_repaired.csv,15,original,
295,Bhásh,Bhash,,NOUN,n.m.,,,The lungs,,The lungs,,,mainDictionary_repaired.csv,15,original,
296,Bhasmá,Bhasma,,NOUN,n.m.,,S. bhasman,Ashes,,Ashes,,,mainDictionary_repaired.csv,15,original,
297,Bháṭ,Bhat,,NOUN,n.m.,,S. Bhaṭṭa,A term for a Brahman,,A term for a Brahman,,,mainDictionary_repaired.csv,15,original,
298,Bhá't,Bha't,,NOUN,n.m.,,S. Bhakta,Boiled rice,,Boiled rice,,,mainDictionary_repaired.csv,15,original,
299,Bhaṭáňgrú,Bhatangru,,NOUN,n.m.,,,One who manages corvée or begar (Keonthal),,One who manages corvée or begar (Keonthal),,,mainDictionary_repaired.csv,15,original,
300,Bhátí,Bhati,,N.F.,n.f.,,,A ceremony at which Brahmans are fed,,A ceremony at which Brahmans are fed,,,mainDictionary_repaired.csv,15,original,
301,Bháṭh,Bhath,,N.F.,n.f.,,,A feast given to all the kith and kin in order to regain one's caste; after one's being out of caste by doing something wrong.,,A feast given to all the kith and kin in order to regain one's caste; after one's being out of caste by doing something wrong.,,,mainDictionary_repaired.csv,15,original,
302,Bhaṭṭe,Bhatte,,NOUN,n.m. pl.,,H. bhaṭṭá,Brinjals,,Brinjals,,,mainDictionary_repaired.csv,15,original,
303,Bháṭú,Bhatu,,NOUN,n.m.,,,A Brahman's son whose duty it is to serve at the time of worship,,A Brahman's son whose duty it is to serve at the time of worship,,,mainDictionary_repaired.csv,15,original,
304,Bháu,Bhau,,NOUN,n.m.,,,A chief's son; A polite term used in addressing any boy of good birth.,,A chief's son; A polite term used in addressing any boy of good birth.,,,mainDictionary_repaired.csv,15,original,
305,Bháuṇ,Bhaun,,NOUN,n.m.,,S. Bhavana,A temple,,A temple,,,mainDictionary_repaired.csv,15,original,
306,Bháuṇ,Bhaun,,NOUN,n.m.,,,"A thought, a supposition",,"A thought, a supposition",,"Bhauṇá, ní áwṇá. 'I suppose he won't come.'",mainDictionary_repaired.csv,15,original,
307,Bháw,Bhaw,,NOUN,n.m.,,H. bháw,A rate,,A rate,,,mainDictionary_repaired.csv,15,original,
308,Bhaňḍár,Bhandar,,NOUN,n.m.,,,"A granary, a store-house",,"A granary, a store-house",,,mainDictionary_repaired.csv,15,original,
309,Bhaňḍárí,Bhandari,,NOUN,n.m.,,,"One in charge of a granary, a store-keeper",,"One in charge of a granary, a store-keeper",,,mainDictionary_repaired.csv,15,original,
310,Bheḍ,Bhed,,NOUN,n.m.,,,A sheep,,A sheep,,"f. -í, pl. -o",mainDictionary_repaired.csv,15,original,
311,Bhekal,Bhekal,,NOUN,n.m.,,,A kind of plant with sharp thorns,,A kind of plant with sharp thorns,,pl. -e,mainDictionary_repaired.csv,16,original,
312,Bhet,Bhet,,NOUN,n.m.,,H. bhed,A secret,,A secret,,,mainDictionary_repaired.csv,16,original,
313,Bheṭ,Bhet,,N.F.,n.f.,,,(1) A present offered to a deity. (2) An offering. (3) A benevolence made in cash by officials and by landholders in land to the Ráná at the Diwálí festival (Kuṭhár). (4) An offering made on appointment to office by a mahar (Biláspur).,,(1) A present offered to a deity. (2) An offering. (3) A benevolence made in cash by officials and by landholders in land to the Ráná at the Diwálí festival (Kuṭhár). (4) An offering made on appointment to office by a mahar (Biláspur).,,,mainDictionary_repaired.csv,16,original,
314,Bheṭá,Bheta,,N.F.,n.f.,,,A present made to a deity or ruler,,A present made to a deity or ruler,,"-deṇí, v.t. re. To give or offer a present - see the preceding",mainDictionary_repaired.csv,16,original,
315,Bheṭṇu,Bhetnu,,V.T.,v.t. re.,,,"To visit, to meet, to call on",,"To visit, to meet, to call on",,"f. -í, pl. -é",mainDictionary_repaired.csv,16,original,
316,Bheṭú,Bhetu,,NOUN,n.m.,,H. bhetí,One who knows secrets,,One who knows secrets,,"-karṇá, v.t. ir. To introduce, to acquaint",mainDictionary_repaired.csv,16,original,
317,Bhijṇu,Bhijnu,,V.I.,v.i. re.,,,To be wet,,To be wet,,,mainDictionary_repaired.csv,16,original,
318,Bhíkh,Bhikh,,N.F.,n.f.,,S. Bhikshá,Alms,,Alms,,"-deṇí, v.t. re. To give alms",mainDictionary_repaired.csv,16,original,
319,Bhiṛṇu,Bhirnu,,V.T.,v.t. re.,,,"To fight, to struggle",,"To fight, to struggle",,,mainDictionary_repaired.csv,16,original,
320,Bhít,Bhit,,N.F.,n.f.,,S. Bhitti,A wall,,A wall,,,mainDictionary_repaired.csv,16,original,
321,Bhíṭhká or -ú,Bhithka or -u,,ADJ.,adj.,,,Inside,,Inside,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,16,original,
322,Bhíṭhlá or -u,Bhithla or -u,,ADJ.,adj.,,,"Of the inside, inner",,"Of the inside, inner",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,16,original,
323,Bhlásṭhá,Bhlastha,,NOUN,n.m.,,,The main beam of a roof,,The main beam of a roof,,,mainDictionary_repaired.csv,16,original,
324,Bhlekhá,Bhlekha,,NOUN,n.m.,,H. bhulekhá,"A mistake, an oversight",,"A mistake, an oversight",,,mainDictionary_repaired.csv,16,original,
325,Bhofar,Bhofar,,NOUN,n.m.,,,Shoulder,,Shoulder,,pl. -o,mainDictionary_repaired.csv,16,original,
326,Bhog,Bhog,,NOUN,n.m.,,S. Bhoga,An offering,,An offering,,"-láṇá, v.i. re. To offer cooked food to a deity",mainDictionary_repaired.csv,16,original,
