id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
18,Ág,Ag,,N.F.,n.f.,,S. Agni,Fire,,Fire,,Also ágí,mainDictionary_repaired.csv,8,original,,Ág,Ág,low,unmapped_chars_sample='Ág' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}]"
19,Ágá,Aga,,NOUN,n.m.,,,Fore,,Fore,,,mainDictionary_repaired.csv,8,original,,Ágá,Ágá,low,unmapped_chars_sample='Ágá' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}]"
20,Agardán,Agardan,,NOUN,n.m.,,,A vessel for burning incense,,A vessel for burning incense,,,mainDictionary_repaired.csv,8,original,,agardán,अgअrdán,low,unmapped_chars_sample='grdán' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'd', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
21,Ágalnu,Agalnu,,V.T.,v.t. re.,,,"To shut in, to lock up",,"To shut in, to lock up",,"f. -í, pl. -é",mainDictionary_repaired.csv,8,original,,Ágalnu,Ágअlnu,low,unmapped_chars_sample='Áglnu' count=5,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
22,Ággal,Aggal,,N.F.,n.f.,,S. Argala,A wooden bolt for a gate or door,,A wooden bolt for a gate or door,,,mainDictionary_repaired.csv,8,original,,Ággal,Ággअl,low,unmapped_chars_sample='Ággl' count=4,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}]"
23,Aggarnu,Aggarnu,,V.T.,v.t. re.,,,To shut in,,To shut in,,,mainDictionary_repaired.csv,8,original,,aggarnu,अggअrnu,low,unmapped_chars_sample='ggrnu' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
24,Aggar,Aggar,,NOUN,n.m.,,"S. Agaru, or Aguru",A fragrant wood (Aquilaria agallocha),,A fragrant wood (Aquilaria agallocha),,,mainDictionary_repaired.csv,8,original,,aggar,अggअr,low,unmapped_chars_sample='ggr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
25,Áge,Age,,ADV.,adv.,,,"Before, a little before (this)",,"Before, a little before (this)",,,mainDictionary_repaired.csv,8,original,,Áge,Ágए,low,unmapped_chars_sample='Ág' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}]"
26,Ageté,Agete,,ADV.,adv.,,,(1) Some time ago; (2) lately,,(1) Some time ago; (2) lately,,,mainDictionary_repaired.csv,8,original,,ageteː,अgएtए (lengthened),low,unmapped_chars_sample='gt' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
27,Agí,Agi,,N.F.,n.f.,,,Fire,,Fire,,,mainDictionary_repaired.csv,8,original,,agí,अgí,low,unmapped_chars_sample='gí' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'í', 'pos': 2}]"
28,Agjhárá,Agjhara,,NOUN,n.m.,,,A tinder-box,,A tinder-box,,,mainDictionary_repaired.csv,8,original,,agjhárá,अgjhárá,low,unmapped_chars_sample='gjhárá' count=6,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
29,Ágre-ágre,Agre-agre,,ADV.,adv.,,,Beforehand,,Beforehand,,,mainDictionary_repaired.csv,9,original,,Ágre-ágre,Ágrए-ágrए,low,unmapped_chars_sample='Ágr-ág' count=7,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
30,Áh,Ah,,V.,v. art.,,,Second person,,Second person,,Tú nokhá michh áh 'Thou art a good man.',mainDictionary_repaired.csv,9,original,,Áh,Áh,low,unmapped_chars_sample='Áh' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}]"
31,Ahan,Ahan,,NOUN,n.m.,,,"The flying-fox, said to be a female",,"The flying-fox, said to be a female",,found in the Shah hill in the Bhajji State.,mainDictionary_repaired.csv,9,original,,ahan,अhअn,low,unmapped_chars_sample='hn' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 3}]"
32,Ahaň,Ahan,,PRON.,pron.,,,I,,I,,Also Añ,mainDictionary_repaired.csv,9,original,,ahaň,अhअň,low,unmapped_chars_sample='hň' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 3}]"
33,Áhlú,Ahlu,,NOUN,n.m.,,,A kind of deer,,A kind of deer,,,mainDictionary_repaired.csv,9,original,,Áhlú,Áhlú,low,unmapped_chars_sample='Áhlú' count=4,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}]"
34,Aimran,Aimran,,N.F.,n.f.,,,The wild grape,,The wild grape,,,mainDictionary_repaired.csv,9,original,,aimran,अimrअn,low,unmapped_chars_sample='imrn' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 5}]"
35,Ain,Ain,,ADJ.,adj.,,,"Good, fine; to be good",,"Good, fine; to be good",,"Ain hoň, sumptuous. 'Friend, it is well that you have come.'",mainDictionary_repaired.csv,9,original,,ain,अin,low,unmapped_chars_sample='in' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}]"
36,Ainshu,Ainshu,,ADV.,adv.,,,This year,,This year,,,mainDictionary_repaired.csv,9,original,,ainshu,अinshu,low,unmapped_chars_sample='inshu' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
37,Ainṭhṇú,Ainthnu,,V.A.,v.a. re.,,,"To twist, to strut",,"To twist, to strut",,,mainDictionary_repaired.csv,9,original,,ainṭhṇú,अinṭhṇú,low,unmapped_chars_sample='inṭhṇú' count=6,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
38,Aisá,Aisa,,INT.,int.,,,"Oh, ah!",,"Oh, ah!",,,mainDictionary_repaired.csv,9,original,,aisá,अisá,low,unmapped_chars_sample='isá' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
39,Áj,Aj,,ADV.,adv.,,,To-day,,To-day,,"Áje, adv. Just to-day.",mainDictionary_repaired.csv,9,original,,Áj,Áj,low,unmapped_chars_sample='Áj' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'j', 'pos': 1}]"
40,Áj-ká,Aj-ka,,ADJ.,adj.,,,Of to-day,,Of to-day,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,Áj-ká,Áj-ká,low,unmapped_chars_sample='Áj-ká' count=5,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'j', 'pos': 1}, {'matched': None, 'char': '-', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
41,Akal,Akal,,N.F.,n.f.,,Aql,"Wisdom, sense",,"Wisdom, sense",,,mainDictionary_repaired.csv,9,original,,akal,अkअl,low,unmapped_chars_sample='kl' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}]"
42,Akkhai,Akkhai,,NOUN,n.m.,,S. Akshaya tritiya,An annual festival,,An annual festival,,,mainDictionary_repaired.csv,9,original,,akkhai,अkkhअi,low,unmapped_chars_sample='kkhi' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 5}]"
43,Akhar,Akhar,,NOUN,n.m.,,S. Akshara,"Letters, characters (pl.)",,"Letters, characters (pl.)",,,mainDictionary_repaired.csv,9,original,,akhar,अkhअr,low,unmapped_chars_sample='khr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
44,Akhí,Akhi,,N.F.,n.f.,,S. Akshin,Eyes,,Eyes,,"Dim. Akhṭí, pretty eyes",mainDictionary_repaired.csv,9,original,,akhí,अkhí,low,unmapped_chars_sample='khí' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
45,Akhṭaí,Akhtai,,N.PL.,n.pl.,,,See Akkhai,,See Akkhai,,,mainDictionary_repaired.csv,9,original,,akhṭaí,अkhṭअí,low,unmapped_chars_sample='khṭí' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'í', 'pos': 5}]"
46,Akṛaṇu,Akranu,,V.I.,v.i. re.,,,"To be stiff, to strut",,"To be stiff, to strut",,"f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,akṛaṇu,अkṛअṇu,low,unmapped_chars_sample='kṛṇu' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
47,Álú,Alu,,NOUN,n.m.,,,"An esculent root, like the potato (Luchúli)",,"An esculent root, like the potato (Luchúli)",,,mainDictionary_repaired.csv,9,original,,Álú,Álú,low,unmapped_chars_sample='Álú' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}]"
48,Alakh-jagáwṇá,Alakh-jagawna,,V.I.,v.i. re.,,,To ask for alms,,To ask for alms,,,mainDictionary_repaired.csv,9,original,,alakh-jagáwṇá,अlअkh-jअgáwṇá,low,unmapped_chars_sample='lkh-jg' count=10,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
49,Álú,Alu,,NOUN,n.m.,,,A drink,,A drink,,"-bhární, v.t. re. To drink",mainDictionary_repaired.csv,9,original,,Álú,Álú,low,unmapped_chars_sample='Álú' count=3,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}]"
50,Amá,Ama,,N.F.,n.f.,,S. Ambá,Mother,,Mother,,,mainDictionary_repaired.csv,9,original,,amá,अmá,low,unmapped_chars_sample='má' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}]"
51,Amal,Amal,,NOUN,n.m.,,,Intoxication,,Intoxication,,,mainDictionary_repaired.csv,9,original,,amal,अmअl,low,unmapped_chars_sample='ml' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}]"
52,Amb,Amb,,NOUN,n.m.,,S. Ámra,Mango,,Mango,,Also ámb,mainDictionary_repaired.csv,9,original,,amb,अmb,low,unmapped_chars_sample='mb' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'b', 'pos': 2}]"
53,Ambar,Ambar,,ADV.,adv.,,,"Up, in the sky; prep. above",,"Up, in the sky; prep. above",,Also ambare,mainDictionary_repaired.csv,9,original,,ambar,अmbअr,low,unmapped_chars_sample='mbr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
54,Ambchárí,Ambchari,,N.F.,n.f.,,,"A post held by the Kanwar, said to be equivalent to Private Secy.",,"A post held by the Kanwar, said to be equivalent to Private Secy.",,used in the Mandi State,mainDictionary_repaired.csv,9,original,,ambt͡ʃárí,अmbच/छárí,low,unmapped_chars_sample='mbárí' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 5}, {'matched': None, 'char': 'r', 'pos': 6}]"
55,Amilá,Amila,,ADJ.,adj.,,,Sour,,Sour,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,amilá,अmilá,low,unmapped_chars_sample='milá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
56,Áṇ,An,,N.F.,n.f.,,,"An oath, a curse",,"An oath, a curse",,,mainDictionary_repaired.csv,9,original,,Áṇ,Áṇ,low,unmapped_chars_sample='Áṇ' count=2,"[{'matched': None, 'char': 'Á', 'pos': 0}, {'matched': None, 'char': 'ṇ', 'pos': 1}]"
57,Aňchal,Anchal,,NOUN,n.m.,,"S. Aňchala, a cloth",Corner of a cloth or shawl,,Corner of a cloth or shawl,,,mainDictionary_repaired.csv,9,original,,aňt͡ʃal,अňच/छअl,low,unmapped_chars_sample='ňl' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
58,Aňchlá,Anchla,,NOUN,n.m.,,,Ribbon which is more than two fingers in breadth,,Ribbon which is more than two fingers in breadth,,,mainDictionary_repaired.csv,9,original,,aňt͡ʃlá,अňच/छlá,low,unmapped_chars_sample='ňlá' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
59,Aňga,Anga,,NOUN,n.m.,,,A wasp,,A wasp,,pl. Aňgal,mainDictionary_repaired.csv,9,original,,aňga,अňgअ,low,unmapped_chars_sample='ňg' count=2,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}]"
60,Andhá,Andha,,ADJ.,adj.,,,Blind,,Blind,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,andhá,अndhá,low,unmapped_chars_sample='ndhá' count=4,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
61,Andhá-dhundh,Andha-dhundh,,N.F.,n.f.,,,Misrule,,Misrule,,"-máchní, -hoṇí, v.s. re. To suffer from misrule or bad government.",mainDictionary_repaired.csv,9,original,,andhá-dhundh,अndhá-dhundh,low,unmapped_chars_sample='ndhá-d' count=11,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
62,"Andhoú, -á","Andhou, -a",,ADJ.,adj.,,,"Unwashed, unclean",,"Unwashed, unclean",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,9,original,,"andhoú, -á","अndhओú, -á",low,"unmapped_chars_sample='ndhú, ' count=8","[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ú', 'pos': 5}]"
63,Andí,Andi,,N.F.,n.f.,,,See Aṇṇí,,See Aṇṇí,,,mainDictionary_repaired.csv,9,original,,andí,अndí,low,unmapped_chars_sample='ndí' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
64,Andr,Andr,,ADV.,adv.,,H. andar,Inside,,Inside,,"o-dá, adv. From inside",mainDictionary_repaired.csv,9,original,,andr,अndr,low,unmapped_chars_sample='ndr' count=3,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
65,Andrélá,Andrela,,NOUN,n.m.,,,The auspicious time at which a bride enters her husband's home,,The auspicious time at which a bride enters her husband's home,,Syn. wism,mainDictionary_repaired.csv,9,original,,andreːlá,अndrए (lengthened)lá,low,unmapped_chars_sample='ndrlá' count=5,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'l', 'pos': 5}]"
66,Andro-dá or -rá,Andro-da or -ra,,ADV.,adv.,,,From the inside,,From the inside,,,mainDictionary_repaired.csv,9,original,,andro-dá or -rá,अndrओ-dá ओr -rá,low,unmapped_chars_sample='ndr-dá' count=12,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': '-', 'pos': 5}]"
67,Andro-khe,Andro-khe,,ADV.,adv.,,,To the inside,,To the inside,,,mainDictionary_repaired.csv,9,original,,andro-khe,अndrओ-khए,low,unmapped_chars_sample='ndr-kh' count=6,"[{'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 0, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': '-', 'pos': 5}]"
